date;KM;T;F;E;G
2017-01-18 06:00:00;0,75;-4,9;2,47;1,21;0,0
2017-01-18 07:00:00;0,79;-5,0;2,42;1,0;2,78
2017-01-18 08:00:00;0,73;-4,9;2,44;1,15;30,56
2017-01-18 09:00:00;0,72;-4,8;2,46;1,3;63,89
2017-01-18 10:00:00;0,77;-4,2;2,58;2,19;94,45
2017-01-18 11:00:00;0,69;-3,9;2,63;2,64;91,67
2017-01-18 12:00:00;0,75;-3,6;2,67;3,02;75,0
2017-01-18 13:00:00;0,74;-3,4;2,68;3,24;66,67
2017-01-18 14:00:00;0,76;-3,2;2,69;3,47;44,45
2017-01-18 15:00:00;0,76;-3,0;2,73;3,78;19,45
2017-01-18 16:00:00;0,73;-3,3;2,67;3,32;0,0
2017-01-18 17:00:00;0,78;-3,3;2,7;3,4;0,0
2017-01-18 18:00:00;0,8;-3,4;2,65;3,17;0,0
2017-01-18 19:00:00;0,76;-3,5;2,57;2,87;0,0
2017-01-18 20:00:00;0,76;-3,8;2,51;2,43;0,0
2017-01-18 21:00:00;0,78;-4,0;2,47;2,13;0,0
2017-01-18 22:00:00;0,79;-4,0;2,5;2,2;0,0
2017-01-18 23:00:00;0,76;-4,1;2,46;1,99;0,0
2017-01-19 00:00:00;0,77;-4,1;2,46;1,99;0,0
2017-01-19 01:00:00;0,71;-4,1;2,43;1,92;0,0
2017-01-19 02:00:00;0,77;-4,0;2,47;2,13;0,0
2017-01-19 03:00:00;0,77;-4,0;2,45;2,06;0,0
2017-01-19 04:00:00;0,75;-4,1;2,46;1,99;0,0
2017-01-19 05:00:00;0,73;-4,0;2,47;2,13;0,0
2017-01-19 06:00:00;0,8;-4,4;2,4;1,55;0,0
2017-01-19 07:00:00;0,73;-4,2;2,44;1,84;2,78
2017-01-19 08:00:00;0,79;-4,0;2,42;1,99;25,0
2017-01-19 09:00:00;0,73;-3,8;2,43;2,22;83,34
2017-01-19 10:00:00;0,77;-3,4;2,47;2,73;133,34
2017-01-19 11:00:00;0,76;-2,6;2,53;3,68;163,89
2017-01-19 12:00:00;0,74;-2,1;2,56;4,26;169,45
2017-01-19 13:00:00;0,78;-1,9;2,43;4,15;127,78
2017-01-19 14:00:00;0,81;-1,6;2,45;4,51;80,56
2017-01-19 15:00:00;0,72;-1,7;2,5;4,53;25,0
2017-01-19 16:00:00;0,76;-2,0;2,51;4,25;2,78
2017-01-19 17:00:00;0,71;-2,0;2,58;4,41;0,0
2017-01-19 18:00:00;0,78;-1,9;2,66;4,73;0,0
2017-01-19 19:00:00;0,76;-1,7;2,73;5,11;0,0
2017-01-19 20:00:00;0,78;-1,7;2,73;5,11;0,0
2017-01-19 21:00:00;0,71;-1,4;2,73;5,4;0,0
2017-01-19 22:00:00;0,75;-1,6;2,72;5,18;0,0
2017-01-19 23:00:00;0,79;-1,6;2,75;5,26;0,0
2017-01-20 00:00:00;0,73;-1,3;2,78;5,63;0,0
2017-01-20 01:00:00;0,75;-1,3;2,75;5,55;0,0
2017-01-20 02:00:00;0,78;-1,0;2,81;6,0;0,0
2017-01-20 03:00:00;0,77;-0,9;2,83;6,16;0,0
2017-01-20 04:00:00;0,73;-0,9;2,86;6,24;0,0
2017-01-20 05:00:00;0,76;-0,9;2,83;6,16;0,0
2017-01-20 06:00:00;0,77;-0,8;2,85;6,31;0,0
2017-01-20 07:00:00;0,72;-0,7;2,83;6,37;0,0
2017-01-20 08:00:00;0,82;-0,3;2,88;6,89;19,45
2017-01-20 09:00:00;0,73;0,2;2,87;7,38;55,56
2017-01-20 10:00:00;0,72;0,9;2,98;8,36;72,23
2017-01-20 11:00:00;0,79;0,9;3,35;9,27;88,89
2017-01-20 12:00:00;0,72;1,1;3,64;10,21;113,89
2017-01-20 13:00:00;0,78;1,4;3,76;10,82;72,23
2017-01-20 14:00:00;0,83;1,6;3,82;11,16;55,56
2017-01-20 15:00:00;0,8;1,8;3,87;11,5;19,45
2017-01-20 16:00:00;0,82;1,7;3,8;11,22;0,0
2017-01-20 17:00:00;0,8;1,4;3,8;10,92;0,0
2017-01-20 18:00:00;0,77;1,4;3,85;11,03;0,0
2017-01-20 19:00:00;0,75;1,3;3,9;11,07;0,0
2017-01-20 20:00:00;0,79;1,4;3,93;11,24;0,0
2017-01-20 21:00:00;0,75;1,4;3,93;11,24;0,0
2017-01-20 22:00:00;0,74;1,4;3,97;11,34;0,0
2017-01-20 23:00:00;0,78;1,4;3,89;11,13;0,0
2017-01-21 00:00:00;0,77;1,4;3,89;11,13;0,0
2017-01-21 01:00:00;0,72;1,6;3,95;11,48;0,0
2017-01-21 02:00:00;0,78;1,7;3,93;11,54;0,0
2017-01-21 03:00:00;0,72;1,6;3,9;11,37;0,0
2017-01-21 04:00:00;0,82;1,8;3,96;11,71;0,0
2017-01-21 05:00:00;0,69;1,8;4,0;11,82;0,0
2017-01-21 06:00:00;0,7;1,8;4,0;11,82;0,0
2017-01-21 07:00:00;0,82;1,8;4,0;11,82;0,0
2017-01-21 08:00:00;0,83;2,0;4,02;12,06;11,12
2017-01-21 09:00:00;0,78;2,0;4,02;12,06;33,34
2017-01-21 10:00:00;0,85;2,1;4,0;12,12;58,34
2017-01-21 11:00:00;0,79;2,5;4,03;12,59;72,23
2017-01-21 12:00:00;0,82;2,7;3,99;12,71;66,67
2017-01-21 13:00:00;0,79;2,8;4,07;13,0;50,0
2017-01-21 14:00:00;0,79;2,6;3,96;12,54;30,56
2017-01-21 15:00:00;0,78;2,4;3,91;12,19;11,12
2017-01-21 16:00:00;0,83;2,2;3,9;11,96;0,0
2017-01-21 17:00:00;0,86;1,9;3,86;11,56;0,0
2017-01-21 18:00:00;0,82;1,7;3,76;11,11;0,0
2017-01-21 19:00:00;0,81;1,6;3,73;10,94;0,0
2017-01-21 20:00:00;0,81;1,4;3,72;10,71;0,0
2017-01-21 21:00:00;0,74;1,3;3,69;10,54;0,0
2017-01-21 22:00:00;0,73;1,4;3,68;10,61;0,0
2017-01-21 23:00:00;0,78;1,4;3,68;10,61;0,0
2017-01-22 00:00:00;0,74;1,4;3,64;10,5;0,0
2017-01-22 01:00:00;0,76;0,7;3,54;9,54;0,0
2017-01-22 02:00:00;0,77;0,2;3,45;8,82;0,0
2017-01-22 03:00:00;0,79;0,1;3,46;8,75;0,0
2017-01-22 04:00:00;0,72;-0,2;3,43;8,35;0,0
2017-01-22 05:00:00;0,74;-0,2;3,35;8,17;0,0
2017-01-22 06:00:00;0,76;-0,4;3,34;7,94;0,0
2017-01-22 07:00:00;0,83;-0,9;3,22;7,13;2,78
2017-01-22 08:00:00;0,78;-1,1;3,28;7,07;30,56
2017-01-22 09:00:00;0,72;-0,7;3,27;7,45;86,12
2017-01-22 10:00:00;0,77;0,4;3,38;8,86;213,89
2017-01-22 11:00:00;0,78;1,9;3,51;10,69;286,12
2017-01-22 12:00:00;0,77;3,1;3,25;11,26;283,34
2017-01-22 13:00:00;0,74;4,0;3,06;11,7;238,89
2017-01-22 14:00:00;0,76;4,1;3,29;12,36;158,34
2017-01-22 15:00:00;0,82;2,5;3,39;11,0;58,34
2017-01-22 16:00:00;0,75;0,2;3,26;8,34;2,78
2017-01-22 17:00:00;0,79;-1,0;3,16;6,88;0,0
2017-01-22 18:00:00;0,7;-1,4;3,03;6,16;0,0
2017-01-22 19:00:00;0,84;-1,6;3,06;6,02;0,0
2017-01-22 20:00:00;0,76;-2,1;2,95;5,24;0,0
2017-01-22 21:00:00;0,73;-2,5;2,92;4,77;0,0
2017-01-22 22:00:00;0,79;-2,6;2,93;4,7;0,0
2017-01-22 23:00:00;0,78;-2,8;2,95;4,54;0,0
2017-01-23 00:00:00;0,79;-3,0;2,88;4,15;0,0
2017-01-23 01:00:00;0,74;-3,1;2,83;3,92;0,0
2017-01-23 02:00:00;0,75;-3,3;2,84;3,77;0,0
2017-01-23 03:00:00;0,76;-3,6;2,67;3,02;0,0
2017-01-23 04:00:00;0,78;-4,0;2,61;2,49;0,0
2017-01-23 05:00:00;0,78;-4,5;2,6;1,94;0,0
2017-01-23 06:00:00;0,75;-4,2;2,58;2,19;0,0
2017-01-23 07:00:00;0,79;-3,8;2,6;2,64;0,0
2017-01-23 08:00:00;0,78;-3,7;2,65;2,86;8,34
2017-01-23 09:00:00;0,76;-3,8;2,6;2,64;25,0
2017-01-23 10:00:00;0,71;-3,7;2,65;2,86;36,12
2017-01-23 11:00:00;0,78;-3,3;2,76;3,54;30,56
2017-01-23 12:00:00;0,75;-2,6;2,9;4,62;27,78
2017-01-23 13:00:00;0,71;-2,5;2,96;4,85;25,0
2017-01-23 14:00:00;0,81;-2,5;2,83;4,54;13,89
2017-01-23 15:00:00;0,78;-2,3;2,81;4,69;5,56
2017-01-23 16:00:00;0,73;-2,1;2,75;4,75;0,0
2017-01-23 17:00:00;0,79;-1,7;2,83;5,36;0,0
2017-01-23 18:00:00;0,8;-1,6;2,96;5,77;0,0
2017-01-23 19:00:00;0,79;-1,6;3,09;6,1;0,0
2017-01-23 20:00:00;0,76;-1,7;3,1;6,03;0,0
2017-01-23 21:00:00;0,77;-1,7;3,1;6,03;0,0
2017-01-23 22:00:00;0,69;-1,7;3,1;6,03;0,0
2017-01-23 23:00:00;0,82;-1,5;3,11;6,26;0,0
2017-01-24 00:00:00;0,73;-1,5;3,15;6,35;0,0
2017-01-24 01:00:00;0,78;-1,5;3,15;6,35;0,0
2017-01-24 02:00:00;0,71;-1,5;3,11;6,26;0,0
2017-01-24 03:00:00;0,72;-1,4;3,14;6,42;0,0
2017-01-24 04:00:00;0,77;-1,4;3,14;6,42;0,0
2017-01-24 05:00:00;0,74;-1,2;3,18;6,74;0,0
2017-01-24 06:00:00;0,78;-1,2;3,15;6,65;0,0
2017-01-24 07:00:00;0,78;-1,0;3,2;6,97;0,0
2017-01-24 08:00:00;0,7;-0,8;3,28;7,38;8,34
2017-01-24 09:00:00;0,77;-0,8;3,28;7,38;27,78
2017-01-24 10:00:00;0,75;-0,6;3,33;7,7;44,45
2017-01-24 11:00:00;0,76;-0,4;3,38;8,03;50,0
2017-01-24 12:00:00;0,79;-0,2;3,46;8,45;38,89
2017-01-24 13:00:00;0,72;-0,2;3,5;8,54;30,56
2017-01-24 14:00:00;0,76;0,0;3,44;8,59;22,23
2017-01-24 15:00:00;0,8;-0,1;3,53;8,71;8,34
2017-01-24 16:00:00;0,74;0,0;3,51;8,78;0,0
2017-01-24 17:00:00;0,74;-0,1;3,45;8,52;0,0
2017-01-24 18:00:00;0,8;0,0;3,55;8,87;0,0
2017-01-24 19:00:00;0,81;0,0;3,55;8,87;0,0
2017-01-24 20:00:00;0,8;0,0;3,59;8,97;0,0
2017-01-24 21:00:00;0,7;-0,1;3,53;8,71;0,0
2017-01-24 22:00:00;0,8;0,0;3,55;8,87;0,0
2017-01-24 23:00:00;0,71;0,0;3,55;8,87;0,0
2017-01-25 00:00:00;0,78;0,1;3,54;8,94;0,0
2017-01-25 01:00:00;0,79;0,0;3,51;8,78;0,0
2017-01-25 02:00:00;0,76;-0,1;3,49;8,61;0,0
2017-01-25 03:00:00;0,72;-0,1;3,45;8,52;0,0
2017-01-25 04:00:00;0,75;-0,1;3,45;8,52;0,0
2017-01-25 05:00:00;0,78;0,1;3,54;8,94;0,0
2017-01-25 06:00:00;0,77;0,1;3,5;8,85;0,0
2017-01-25 07:00:00;0,79;0,1;3,46;8,75;2,78
2017-01-25 08:00:00;0,71;0,1;3,5;8,85;13,89
2017-01-25 09:00:00;0,81;0,3;3,55;9,18;41,67
2017-01-25 10:00:00;0,7;0,7;3,58;9,64;58,34
2017-01-25 11:00:00;0,76;0,9;3,59;9,88;52,78
2017-01-25 12:00:00;0,68;1,1;3,64;10,21;52,78
2017-01-25 13:00:00;0,76;1,2;3,63;10,27;44,45
2017-01-25 14:00:00;0,75;1,3;3,65;10,44;38,89
2017-01-25 15:00:00;0,76;1,3;3,74;10,65;19,45
2017-01-25 16:00:00;0,84;1,1;3,68;10,31;2,78
2017-01-25 17:00:00;0,71;0,9;3,67;10,08;0,0
2017-01-25 18:00:00;0,73;1,0;3,7;10,25;0,0
2017-01-25 19:00:00;0,79;1,1;3,72;10,42;0,0
2017-01-25 20:00:00;0,86;1,1;3,76;10,52;0,0
2017-01-25 21:00:00;0,8;1,0;3,82;10,55;0,0
2017-01-25 22:00:00;0,7;1,1;3,89;10,83;0,0
2017-01-25 23:00:00;0,81;0,9;3,87;10,59;0,0
2017-01-26 00:00:00;0,74;0,8;3,88;10,52;0,0
2017-01-26 01:00:00;0,82;0,8;3,76;10,21;0,0
2017-01-26 02:00:00;0,8;0,5;3,76;9,9;0,0
2017-01-26 03:00:00;0,75;0,5;3,72;9,81;0,0
2017-01-26 04:00:00;0,82;0,4;3,66;9,54;0,0
2017-01-26 05:00:00;0,73;0,1;3,46;8,75;0,0
2017-01-26 06:00:00;0,78;-0,2;3,43;8,35;0,0
2017-01-26 07:00:00;0,81;0,0;3,44;8,59;5,56
2017-01-26 08:00:00;0,72;0,3;3,4;8,79;27,78
2017-01-26 09:00:00;0,76;0,7;3,38;9,15;83,34
2017-01-26 10:00:00;0,75;1,0;3,33;9,33;238,89
2017-01-26 11:00:00;0,84;2,1;3,25;10,24;258,34
2017-01-26 12:00:00;0,79;2,3;3,16;10,23;225,0
2017-01-26 13:00:00;0,74;2,2;3,1;9,96;225,0
2017-01-26 14:00:00;0,82;2,5;3,07;10,2;169,45
2017-01-26 15:00:00;0,79;1,8;3,1;9,55;72,23
2017-01-26 16:00:00;0,76;0,6;2,96;7,99;5,56
2017-01-26 17:00:00;0,77;-0,2;2,98;7,23;0,0
2017-01-26 18:00:00;0,73;-0,7;2,94;6,64;0,0
2017-01-26 19:00:00;0,75;-1,1;2,93;6,2;0,0
2017-01-26 20:00:00;0,8;-1,4;2,9;5,82;0,0
2017-01-26 21:00:00;0,75;-1,6;2,82;5,43;0,0
2017-01-26 22:00:00;0,77;-1,8;2,81;5,21;0,0
2017-01-26 23:00:00;0,78;-2,0;2,74;4,82;0,0
2017-01-27 00:00:00;0,73;-2,2;2,64;4,36;0,0
2017-01-27 01:00:00;0,78;-2,5;2,55;3,83;0,0
2017-01-27 02:00:00;0,73;-2,7;2,51;3,53;0,0
2017-01-27 03:00:00;0,78;-3,1;2,47;3,02;0,0
2017-01-27 04:00:00;0,71;-3,0;2,39;2,94;0,0
2017-01-27 05:00:00;0,78;-3,1;2,34;2,72;0,0
2017-01-27 06:00:00;0,77;-3,2;2,27;2,43;0,0
2017-01-27 07:00:00;0,76;-3,5;2,22;2,0;8,34
2017-01-27 08:00:00;0,73;-2,7;2,42;3,3;80,56
2017-01-27 09:00:00;0,8;-1,1;2,51;5,15;188,89
2017-01-27 10:00:00;0,71;0,0;2,26;5,65;272,23
2017-01-27 11:00:00;0,79;0,9;2,34;6,74;316,67
2017-01-27 12:00:00;0,78;1,9;2,38;7,86;316,67
2017-01-27 13:00:00;0,78;2,8;2,4;8,82;269,45
2017-01-27 14:00:00;0,79;2,9;2,42;8,96;183,34
2017-01-27 15:00:00;0,76;2,5;2,39;8,5;77,78
2017-01-27 16:00:00;0,84;1,7;2,43;7,79;2,78
2017-01-27 17:00:00;0,8;0,8;2,4;6,8;0,0
2017-01-27 18:00:00;0,85;-1,4;2,35;4,46;0,0
2017-01-27 19:00:00;0,74;-1,6;2,38;4,34;0,0
2017-01-27 20:00:00;0,77;-1,2;2,42;4,83;0,0
2017-01-27 21:00:00;0,82;-2,0;2,41;4,0;0,0
2017-01-27 22:00:00;0,81;-2,7;2,35;3,15;0,0
2017-01-27 23:00:00;0,81;-3,2;2,33;2,58;0,0
2017-01-28 00:00:00;0,76;-3,6;2,35;2,22;0,0
2017-01-28 01:00:00;0,84;-4,1;2,26;1,5;0,0
2017-01-28 02:00:00;0,73;-4,3;2,23;1,21;0,0
2017-01-28 03:00:00;0,78;-4,6;2,18;0,79;0,0
2017-01-28 04:00:00;0,81;-4,4;2,18;1,0;0,0
2017-01-28 05:00:00;0,79;-4,9;2,15;0,43;0,0
2017-01-28 06:00:00;0,76;-5,1;2,12;0,15;0,0
2017-01-28 07:00:00;0,83;-5,4;2,07;-0,29;8,34
2017-01-28 08:00:00;0,79;-5,1;2,12;0,15;75,0
2017-01-28 09:00:00;0,8;-3,4;2,29;2,29;180,56
2017-01-28 10:00:00;0,79;-2,9;2,23;2,63;266,67
2017-01-28 11:00:00;0,83;-1,8;2,28;3,88;311,12
2017-01-28 12:00:00;0,84;-0,8;2,39;5,15;313,89
2017-01-28 13:00:00;0,79;-0,3;2,4;5,69;266,67
2017-01-28 14:00:00;0,82;0,2;2,41;6,23;177,78
2017-01-28 15:00:00;0,84;-0,1;2,36;5,79;75,0
2017-01-28 16:00:00;0,79;-0,9;2,33;4,92;5,56
2017-01-28 17:00:00;0,8;-1,3;2,33;4,52;0,0
2017-01-28 18:00:00;0,83;-1,9;2,27;3,74;0,0
2017-01-28 19:00:00;0,85;-2,7;2,26;2,92;0,0
2017-01-28 20:00:00;0,82;-3,1;2,22;2,42;0,0
2017-01-28 21:00:00;0,77;-3,6;2,2;1,86;0,0
2017-01-28 22:00:00;0,76;-4,0;2,16;1,36;0,0
2017-01-28 23:00:00;0,83;-4,2;2,13;1,08;0,0
2017-01-29 00:00:00;0,73;-4,5;2,14;0,79;0,0
2017-01-29 01:00:00;0,83;-4,6;2,15;0,72;0,0
2017-01-29 02:00:00;0,79;-4,7;2,16;0,64;0,0
2017-01-29 03:00:00;0,78;-4,6;2,18;0,79;0,0
2017-01-29 04:00:00;0,76;-4,4;2,26;1,21;0,0
2017-01-29 05:00:00;0,77;-3,8;2,37;2,07;0,0
2017-01-29 06:00:00;0,8;-3,5;2,42;2,51;0,0
2017-01-29 07:00:00;0,75;-3,3;2,49;2,88;8,34
2017-01-29 08:00:00;0,84;-2,5;2,58;3,91;86,12
2017-01-29 09:00:00;0,77;-0,9;2,72;5,89;175,0
2017-01-29 10:00:00;0,78;2,0;2,96;9,43;258,34
2017-01-29 11:00:00;0,8;3,8;3,02;11,39;316,67
2017-01-29 12:00:00;0,84;5,1;3,04;12,75;319,45
2017-01-29 13:00:00;1,11;6,7;3,15;14,65;200,0
2017-01-29 14:00:00;1,8;6,7;3,27;14,95;97,23
2017-01-29 15:00:00;0,83;6,0;3,35;14,44;19,45
2017-01-29 16:00:00;0,85;5,2;3,17;13,17;2,78
2017-01-29 17:00:00;0,83;4,5;3,12;12,35;0,0
2017-01-29 18:00:00;0,74;4,2;3,16;12,14;0,0
2017-01-29 19:00:00;0,82;3,5;3,15;11,42;0,0
2017-01-29 20:00:00;0,73;2,6;3,09;10,36;0,0
2017-01-29 21:00:00;0,8;1,9;3,07;9,6;0,0
2017-01-29 22:00:00;0,84;1,2;3,05;8,82;0,0
2017-01-29 23:00:00;0,77;0,5;3,01;8,04;0,0
2017-01-30 00:00:00;0,81;-0,2;2,98;7,23;0,0
2017-01-30 01:00:00;0,8;-0,4;3,04;7,2;0,0
2017-01-30 02:00:00;0,75;-0,4;3,08;7,29;0,0
2017-01-30 03:00:00;0,75;-0,6;3,07;7,07;0,0
2017-01-30 04:00:00;0,81;-0,9;3,11;6,86;0,0
2017-01-30 05:00:00;0,79;-1,0;3,09;6,71;0,0
2017-01-30 06:00:00;0,78;-0,9;3,04;6,69;0,0
2017-01-30 07:00:00;0,83;-0,5;3,06;7,13;2,78
2017-01-30 08:00:00;0,72;-0,5;3,02;7,04;13,89
2017-01-30 09:00:00;0,77;0,4;3,11;8,17;52,78
2017-01-30 10:00:00;0,75;1,2;3,13;9,03;72,23
2017-01-30 11:00:00;0,73;1,6;3,14;9,45;77,78
2017-01-30 12:00:00;0,78;1,7;3,12;9,5;80,56
2017-01-30 13:00:00;0,7;2,2;3,23;10,29;44,45
2017-01-30 14:00:00;0,77;2,0;3,49;10,74;47,23
2017-01-30 15:00:00;0,77;1,9;3,55;10,8;16,67
2017-01-30 16:00:00;0,77;1,6;3,65;10,73;2,78
2017-01-30 17:00:00;0,79;1,1;3,64;10,21;0,0
2017-01-30 18:00:00;0,76;1,0;3,66;10,14;0,0
2017-01-30 19:00:00;0,82;0,7;3,66;9,84;0,0
2017-01-30 20:00:00;0,7;0,3;3,71;9,57;0,0
2017-01-30 21:00:00;0,82;0,3;3,75;9,66;0,0
2017-01-30 22:00:00;0,8;0,0;3,59;8,97;0,0
2017-01-30 23:00:00;0,73;0,0;3,59;8,97;0,0
2017-01-31 00:00:00;0,77;0,1;3,62;9,13;0,0
2017-01-31 01:00:00;0,75;0,0;3,59;8,97;0,0
2017-01-31 02:00:00;0,8;0,0;3,59;8,97;0,0
2017-01-31 03:00:00;0,83;0,0;3,59;8,97;0,0
2017-01-31 04:00:00;0,73;0,0;3,59;8,97;0,0
2017-01-31 05:00:00;0,77;-0,1;3,6;8,9;0,0
2017-01-31 06:00:00;0,73;-0,2;3,58;8,73;0,0
2017-01-31 07:00:00;0,81;-0,2;3,58;8,73;0,0
2017-01-31 08:00:00;0,66;-0,2;3,54;8,63;11,12
2017-01-31 09:00:00;0,81;-0,4;3,52;8,4;19,45
2017-01-31 10:00:00;0,76;-0,3;3,51;8,47;47,23
2017-01-31 11:00:00;0,85;-0,3;3,51;8,47;61,12
2017-01-31 12:00:00;0,68;-0,3;3,55;8,56;50,0
2017-01-31 13:00:00;0,81;-0,2;3,54;8,63;50,0
2017-01-31 14:00:00;0,71;-0,1;3,49;8,61;25,0
2017-01-31 15:00:00;0,81;-0,1;3,56;8,8;11,12
2017-01-31 16:00:00;0,82;0,0;3,59;8,97;2,78
2017-01-31 17:00:00;0,75;-0,3;3,55;8,56;0,0
2017-01-31 18:00:00;0,79;-0,3;3,55;8,56;0,0
2017-01-31 19:00:00;0,76;-0,3;3,55;8,56;0,0
2017-01-31 20:00:00;0,78;-0,2;3,5;8,54;0,0
2017-01-31 21:00:00;0,81;-0,2;3,54;8,63;0,0
2017-01-31 22:00:00;0,77;-0,1;3,49;8,61;0,0
2017-01-31 23:00:00;0,75;0,0;3,55;8,87;0,0
2017-02-01 00:00:00;0,75;0,0;3,59;8,97;0,0
2017-02-01 01:00:00;0,75;0,1;3,58;9,04;0,0
2017-02-01 02:00:00;0,79;0,0;3,55;8,87;0,0
2017-02-01 03:00:00;0,71;-0,3;3,4;8,19;0,0
2017-02-01 04:00:00;0,73;-0,3;3,36;8,1;0,0
2017-02-01 05:00:00;0,82;-0,4;3,34;7,94;0,0
2017-02-01 06:00:00;0,81;-0,5;3,35;7,87;0,0
2017-02-01 07:00:00;0,71;-0,5;3,39;7,96;2,78
2017-02-01 08:00:00;0,74;-0,4;3,34;7,94;16,67
2017-02-01 09:00:00;0,76;-0,3;3,36;8,1;44,45
2017-02-01 10:00:00;0,71;-0,2;3,39;8,26;44,45
2017-02-01 11:00:00;0,82;0,0;3,44;8,59;41,67
2017-02-01 12:00:00;0,76;0,1;3,43;8,66;41,67
2017-02-01 13:00:00;0,75;0,3;3,44;8,89;44,45
2017-02-01 14:00:00;0,8;0,3;3,44;8,89;38,89
2017-02-01 15:00:00;0,74;0,4;3,38;8,86;30,56
2017-02-01 16:00:00;0,84;-0,1;3,34;8,24;5,56
2017-02-01 17:00:00;0,74;-0,4;3,3;7,84;0,0
2017-02-01 18:00:00;0,77;-1,2;3,11;6,56;0,0
2017-02-01 19:00:00;0,76;-1,4;3,07;6,25;0,0
2017-02-01 20:00:00;0,79;-1,7;3,04;5,86;0,0
2017-02-01 21:00:00;0,76;-2,1;2,95;5,24;0,0
2017-02-01 22:00:00;0,75;-2,4;2,91;4,85;0,0
2017-02-01 23:00:00;0,82;-2,8;2,86;4,31;0,0
2017-02-02 00:00:00;0,73;-3,1;2,74;3,7;0,0
2017-02-02 01:00:00;0,77;-3,7;2,67;2,94;0,0
2017-02-02 02:00:00;0,72;-4,0;2,56;2,34;0,0
2017-02-02 03:00:00;0,78;-4,4;2,48;1,75;0,0
2017-02-02 04:00:00;0,73;-4,6;2,45;1,46;0,0
2017-02-02 05:00:00;0,77;-4,9;2,39;1,02;0,0
2017-02-02 06:00:00;0,77;-5,2;2,31;0,52;0,0
2017-02-02 07:00:00;0,8;-5,1;2,33;0,66;11,12
2017-02-02 08:00:00;0,66;-4,4;2,45;1,68;102,78
2017-02-02 09:00:00;0,81;-3,3;2,58;3,1;219,45
2017-02-02 10:00:00;0,75;-1,9;2,79;5,05;208,34
2017-02-02 11:00:00;0,75;-0,8;2,92;6,49;86,12
2017-02-02 12:00:00;0,78;-1,1;2,93;6,2;63,89
2017-02-02 13:00:00;0,68;-0,7;3,12;7,09;36,12
2017-02-02 14:00:00;0,78;-0,4;3,16;7,48;33,34
2017-02-02 15:00:00;0,76;-0,1;3,22;7,95;27,78
2017-02-02 16:00:00;0,75;0,0;3,29;8,21;5,56
2017-02-02 17:00:00;0,71;0,3;3,4;8,79;0,0
2017-02-02 18:00:00;0,8;0,5;3,49;9,22;0,0
2017-02-02 19:00:00;0,72;0,5;3,53;9,31;0,0
2017-02-02 20:00:00;0,83;0,4;3,54;9,25;0,0
2017-02-02 21:00:00;0,76;0,3;3,55;9,18;0,0
2017-02-02 22:00:00;0,78;0,2;3,6;9,21;0,0
2017-02-02 23:00:00;0,72;0,0;3,63;9,06;0,0
2017-02-03 00:00:00;0,78;-0,3;3,59;8,66;0,0
2017-02-03 01:00:00;0,78;-0,5;3,57;8,41;0,0
2017-02-03 02:00:00;0,76;-0,5;3,57;8,41;0,0
2017-02-03 03:00:00;0,72;-0,8;3,49;7,92;0,0
2017-02-03 04:00:00;0,83;-0,6;3,58;8,34;0,0
2017-02-03 05:00:00;0,78;-0,4;3,6;8,58;0,0
2017-02-03 06:00:00;0,84;-0,2;3,61;8,82;0,0
2017-02-03 07:00:00;0,69;0,0;3,67;9,16;2,78
2017-02-03 08:00:00;0,78;0,2;3,68;9,4;33,34
2017-02-03 09:00:00;0,73;0,4;3,7;9,64;63,89
2017-02-03 10:00:00;0,77;0,8;3,76;10,21;102,78
2017-02-03 11:00:00;0,74;1,5;3,87;11,2;58,34
2017-02-03 12:00:00;0,76;1,7;3,93;11,54;69,45
2017-02-03 13:00:00;0,8;2,0;4,06;12,17;66,67
2017-02-03 14:00:00;0,71;2,5;4,21;13,05;44,45
2017-02-03 15:00:00;0,78;2,6;4,28;13,34;22,23
2017-02-03 16:00:00;0,74;2,7;4,31;13,52;2,78
2017-02-03 17:00:00;0,77;2,5;4,3;13,27;0,0
2017-02-03 18:00:00;0,83;2,5;4,3;13,27;0,0
2017-02-03 19:00:00;0,76;2,4;4,31;13,21;0,0
2017-02-03 20:00:00;0,79;2,4;4,31;13,21;0,0
2017-02-03 21:00:00;0,8;2,6;4,33;13,45;0,0
2017-02-03 22:00:00;0,77;2,5;4,34;13,39;0,0
2017-02-03 23:00:00;0,71;2,5;4,34;13,39;0,0
2017-02-04 00:00:00;0,82;2,5;4,34;13,39;0,0
2017-02-04 01:00:00;0,74;2,4;4,31;13,21;0,0
2017-02-04 02:00:00;0,81;2,1;4,22;12,68;0,0
2017-02-04 03:00:00;0,69;1,8;4,18;12,26;0,0
2017-02-04 04:00:00;0,8;1,7;4,19;12,19;0,0
2017-02-04 05:00:00;0,8;1,6;4,16;12,01;0,0
2017-02-04 06:00:00;0,77;1,3;4,11;11,59;0,0
2017-02-04 07:00:00;0,79;1,2;4,08;11,41;8,34
2017-02-04 08:00:00;0,82;1,3;4,15;11,69;58,34
2017-02-04 09:00:00;0,81;1,4;4,14;11,76;116,67
2017-02-04 10:00:00;0,76;1,8;4,22;12,36;163,89
2017-02-04 11:00:00;0,84;2,5;4,48;13,73;250,0
2017-02-04 12:00:00;0,79;3,0;4,64;14,65;241,67
2017-02-04 13:00:00;0,78;3,4;4,73;15,27;183,34
